HGNC ID	Approved symbol	Approved name	Status	Locus type	Previous symbols	Synonyms	Chromosome	NCBI Gene ID	Ensembl gene ID	Vega gene ID	Group ID	Group name
HGNC:29392	ZNF594	zinc finger protein 594	Approved	gene with protein product		KIAA1871	17p13.2	84622	ENSG00000180626	OTTHUMG00000132059	28	Zinc fingers C2H2-type
HGNC:27196	ZNF595	zinc finger protein 595	Approved	gene with protein product		FLJ31740	4p16.3	152687	ENSG00000272602	OTTHUMG00000159865	28	Zinc fingers C2H2-type
HGNC:27268	ZNF596	zinc finger protein 596	Approved	gene with protein product			8p23.3	169270	ENSG00000172748	OTTHUMG00000086931	28	Zinc fingers C2H2-type
HGNC:26573	ZNF597	zinc finger protein 597	Approved	gene with protein product		FLJ33071, HIT-4	16p13.3	146434	ENSG00000167981	OTTHUMG00000129359	28	Zinc fingers C2H2-type
HGNC:28079	ZNF598	zinc finger protein 598	Approved	gene with protein product		FLJ00086, HEL2	16p13.3	90850	ENSG00000167962	OTTHUMG00000176955	28	Zinc fingers C2H2-type
HGNC:26408	ZNF599	zinc finger protein 599	Approved	gene with protein product		FLJ30663	19q13.13	148103	ENSG00000153896	OTTHUMG00000182346	28	Zinc fingers C2H2-type
HGNC:12936	ZBTB17	zinc finger and BTB domain containing 17	Approved	gene with protein product	ZNF151, ZNF60	MIZ1, pHZ-67	1p36.13	7709	ENSG00000116809	OTTHUMG00000009377	28	Zinc fingers C2H2-type
HGNC:30951	ZNF600	zinc finger protein 600	Approved	gene with protein product		KR-ZNF1, DKFZp686F06123	19q13.42	162966	ENSG00000189190	OTTHUMG00000182686	28	Zinc fingers C2H2-type
HGNC:28068	ZNF605	zinc finger protein 605	Approved	gene with protein product			12q24.33	100289635	ENSG00000196458	OTTHUMG00000167934	28	Zinc fingers C2H2-type
HGNC:25879	ZNF606	zinc finger protein 606	Approved	gene with protein product	ZNF328	FLJ14260, KIAA1852	19q13.43	80095	ENSG00000166704	OTTHUMG00000169804	28	Zinc fingers C2H2-type
HGNC:28192	ZNF607	zinc finger protein 607	Approved	gene with protein product		MGC13071, FLJ14802	19q13.1	84775	ENSG00000198182	OTTHUMG00000182108	28	Zinc fingers C2H2-type
HGNC:29238	ZNF608	zinc finger protein 608	Approved	gene with protein product		KIAA1281, DKFZp434M098, NY-REN-36	5q23.2	57507	ENSG00000168916	OTTHUMG00000162999	28	Zinc fingers C2H2-type
HGNC:29003	ZNF609	zinc finger protein 609	Approved	gene with protein product		KIAA0295	15q22.1	23060	ENSG00000180357	OTTHUMG00000172370	28	Zinc fingers C2H2-type
HGNC:26687	ZNF610	zinc finger protein 610	Approved	gene with protein product		FLJ36040	19q13.41	162963	ENSG00000167554	OTTHUMG00000182645	28	Zinc fingers C2H2-type
HGNC:28766	ZNF611	zinc finger protein 611	Approved	gene with protein product		MGC5384	19q13.41	81856	ENSG00000213020	OTTHUMG00000154908	28	Zinc fingers C2H2-type
HGNC:25827	ZNF613	zinc finger protein 613	Approved	gene with protein product		FLJ13590	19q13.41	79898	ENSG00000176024	OTTHUMG00000182424	28	Zinc fingers C2H2-type
HGNC:24722	ZNF614	zinc finger protein 614	Approved	gene with protein product		FLJ21941	19q13.41	80110	ENSG00000142556	OTTHUMG00000182551	28	Zinc fingers C2H2-type
HGNC:24740	ZNF615	zinc finger protein 615	Approved	gene with protein product		FLJ33710	19q13.41	284370	ENSG00000197619	OTTHUMG00000182550	28	Zinc fingers C2H2-type
HGNC:28062	ZNF616	zinc finger protein 616	Approved	gene with protein product		MGC45556	19q13.41	90317	ENSG00000204611	OTTHUMG00000182566	28	Zinc fingers C2H2-type
HGNC:29416	ZNF618	zinc finger protein 618	Approved	gene with protein product		KIAA1952, NEDD10	9q32	114991	ENSG00000157657	OTTHUMG00000020532	28	Zinc fingers C2H2-type
HGNC:26910	ZNF619	zinc finger protein 619	Approved	gene with protein product		FLJ90764	3p22.1	285267	ENSG00000177873	OTTHUMG00000131391	28	Zinc fingers C2H2-type
HGNC:1002	BCL6B	BCL6B, transcription repressor	Approved	gene with protein product	ZNF62	ZBTB28, BAZF	17p13.1	255877	ENSG00000161940	OTTHUMG00000177882	28	Zinc fingers C2H2-type
HGNC:28742	ZNF620	zinc finger protein 620	Approved	gene with protein product		MGC50836	3p22.1	253639	ENSG00000177842	OTTHUMG00000156044	28	Zinc fingers C2H2-type
HGNC:24787	ZNF621	zinc finger protein 621	Approved	gene with protein product		FLJ45246	3p22.1	285268	ENSG00000172888	OTTHUMG00000131389	28	Zinc fingers C2H2-type
HGNC:29084	ZNF623	zinc finger protein 623	Approved	gene with protein product		KIAA0628	8q24.3	9831	ENSG00000183309	OTTHUMG00000165186	28	Zinc fingers C2H2-type
HGNC:29254	ZNF624	zinc finger protein 624	Approved	gene with protein product		KIAA1349	17p11.2	57547	ENSG00000197566	OTTHUMG00000058996	28	Zinc fingers C2H2-type
HGNC:30571	ZNF625	zinc finger protein 625	Approved	gene with protein product			19p13.2	90589	ENSG00000257591	OTTHUMG00000156407	28	Zinc fingers C2H2-type
HGNC:30461	ZNF626	zinc finger protein 626	Approved	gene with protein product			19p12	199777	ENSG00000188171	OTTHUMG00000179733	28	Zinc fingers C2H2-type
HGNC:30570	ZNF627	zinc finger protein 627	Approved	gene with protein product		FLJ90365	19p13.2	199692	ENSG00000198551	OTTHUMG00000182035	28	Zinc fingers C2H2-type
HGNC:28054	ZNF628	zinc finger protein 628	Approved	gene with protein product		ZEC, Zfp628	19q13.42	89887	ENSG00000197483	OTTHUMG00000150396	28	Zinc fingers C2H2-type
HGNC:29008	ZNF629	zinc finger protein 629	Approved	gene with protein product	ZNF65	KIAA0326	16p11.2	23361	ENSG00000102870	OTTHUMG00000176905	28	Zinc fingers C2H2-type
HGNC:28855	ZNF630	zinc finger protein 630	Approved	gene with protein product		BC037316, dJ54B20.2, FLJ20573, MGC138344	Xp11.23	57232	ENSG00000221994	OTTHUMG00000021463	28	Zinc fingers C2H2-type
HGNC:31684	YY2	YY2 transcription factor	Approved	gene with protein product		ZNF631	Xp22.12	404281	ENSG00000230797	OTTHUMG00000021236	28	Zinc fingers C2H2-type
HGNC:30950	ZNF639	zinc finger protein 639	Approved	gene with protein product		ANC-2H01, ZASC1	3q26.33	51193	ENSG00000121864	OTTHUMG00000157439	28	Zinc fingers C2H2-type
HGNC:12955	ZKSCAN7	zinc finger with KRAB and SCAN domains 7	Approved	gene with protein product	ZNF64, ZNF448, ZNF167	FLJ12738, ZSCAN39	3p21.31	55888	ENSG00000196345	OTTHUMG00000186378	28	Zinc fingers C2H2-type
HGNC:31834	ZNF641	zinc finger protein 641	Approved	gene with protein product		FLJ31295	12q13.11	121274	ENSG00000167528	OTTHUMG00000169906	28	Zinc fingers C2H2-type
HGNC:24708	ZFP69	ZFP69 zinc finger protein	Approved	gene with protein product	ZNF642	ZKSCAN23A, FLJ16030, ZFP69A, ZSCAN54A	1p34.2	339559	ENSG00000187815	OTTHUMG00000007303	28	Zinc fingers C2H2-type
HGNC:28053	ZFP69B	ZFP69 zinc finger protein B	Approved	gene with protein product	ZNF643	ZKSCAN23B, FLJ34293, ZSCAN54B	1p34.2	65243	ENSG00000187801	OTTHUMG00000007302	28	Zinc fingers C2H2-type
HGNC:29004	ZNF646	zinc finger protein 646	Approved	gene with protein product		KIAA0296	16p11.2	9726	ENSG00000167395	OTTHUMG00000047355	28	Zinc fingers C2H2-type
HGNC:18190	ZNF648	zinc finger protein 648	Approved	gene with protein product		FLJ46813	1q25.3	127665	ENSG00000179930	OTTHUMG00000037302	28	Zinc fingers C2H2-type
HGNC:25741	ZNF649	zinc finger protein 649	Approved	gene with protein product		FLJ12644	19q13.41	65251	ENSG00000198093	OTTHUMG00000182423	28	Zinc fingers C2H2-type
HGNC:26955	ZBTB47	zinc finger and BTB domain containing 47	Approved	gene with protein product	ZNF651	KIAA1190, DKFZp434N0615	3p22.1	92999	ENSG00000114853	OTTHUMG00000156207	28	Zinc fingers C2H2-type
HGNC:29147	ZNF652	zinc finger protein 652	Approved	gene with protein product		KIAA0924	17q21.32	22834	ENSG00000198740	OTTHUMG00000161322	28	Zinc fingers C2H2-type
HGNC:25196	ZNF653	zinc finger protein 653	Approved	gene with protein product		Zip67	19p13.2	115950	ENSG00000161914	OTTHUMG00000182032	28	Zinc fingers C2H2-type
HGNC:30899	ZNF655	zinc finger protein 655	Approved	gene with protein product		VIK-1, VIK	7q22.1	79027	ENSG00000197343	OTTHUMG00000185968	28	Zinc fingers C2H2-type
HGNC:12875	ZIM2	zinc finger imprinted 2	Approved	gene with protein product		ZNF656	19q13.4	23619	ENSG00000269699	OTTHUMG00000171953	28	Zinc fingers C2H2-type
HGNC:16366	ZIM3	zinc finger imprinted 3	Approved	gene with protein product		ZNF657	19q13.43	114026	ENSG00000141946	OTTHUMG00000183102	28	Zinc fingers C2H2-type
HGNC:25226	ZNF658	zinc finger protein 658	Approved	gene with protein product		MGC35232, DKFZp572C163, FLJ32813	9q21.11	26149	ENSG00000274349	OTTHUMG00000188361	28	Zinc fingers C2H2-type
HGNC:26720	ZNF660	zinc finger protein 660	Approved	gene with protein product		FLJ36870	3p21.31	285349	ENSG00000144792	OTTHUMG00000133097	28	Zinc fingers C2H2-type
HGNC:31930	ZNF662	zinc finger protein 662	Approved	gene with protein product		FLJ45880	3p22.1	389114	ENSG00000182983	OTTHUMG00000133041	28	Zinc fingers C2H2-type
HGNC:25342	ZNF663P	zinc finger protein 663, pseudogene	Approved	pseudogene	ZNF663	DKFZp547G0215	20q13.12	100130934	ENSG00000215452	OTTHUMG00000032648	28	Zinc fingers C2H2-type
HGNC:25406	ZNF664	zinc finger protein 664	Approved	gene with protein product	ZNF176	ZFOC1, DKFZp761B128	12q24.31	144348	ENSG00000179195	OTTHUMG00000168596	28	Zinc fingers C2H2-type
HGNC:25885	ZNF665	zinc finger protein 665	Approved	gene with protein product		FLJ14345	19q13.42	79788	ENSG00000197497	OTTHUMG00000182885	28	Zinc fingers C2H2-type
HGNC:28854	ZNF667	zinc finger protein 667	Approved	gene with protein product		FLJ14011	19q13.43	63934	ENSG00000198046	OTTHUMG00000181941	28	Zinc fingers C2H2-type
HGNC:25821	ZNF668	zinc finger protein 668	Approved	gene with protein product		FLJ13479	16p11.2	79759	ENSG00000167394	OTTHUMG00000047357	28	Zinc fingers C2H2-type
HGNC:25736	ZNF669	zinc finger protein 669	Approved	gene with protein product		FLJ12606	1q44	79862	ENSG00000188295	OTTHUMG00000040869	28	Zinc fingers C2H2-type
HGNC:28167	ZNF670	zinc finger protein 670	Approved	gene with protein product		MGC12466	1q44	93474	ENSG00000277462	OTTHUMG00000040868	28	Zinc fingers C2H2-type
HGNC:26279	ZNF671	zinc finger protein 671	Approved	gene with protein product		FLJ23506	19q13.43	79891	ENSG00000083814	OTTHUMG00000183476	28	Zinc fingers C2H2-type
HGNC:26179	ZNF672	zinc finger protein 672	Approved	gene with protein product		FLJ22301	1q44	79894	ENSG00000171161	OTTHUMG00000040377	28	Zinc fingers C2H2-type
HGNC:17625	ZNF674	zinc finger protein 674	Approved	gene with protein product	MRX92	ZNF673B	Xp11.3	641339	ENSG00000251192	OTTHUMG00000021420	28	Zinc fingers C2H2-type
HGNC:30768	ZNF675	zinc finger protein 675	Approved	gene with protein product		TIZ, TBZF	19p12	171392	ENSG00000197372	OTTHUMG00000183384	28	Zinc fingers C2H2-type
HGNC:20429	ZNF676	zinc finger protein 676	Approved	gene with protein product			19p12	163223	ENSG00000196109	OTTHUMG00000182934	28	Zinc fingers C2H2-type
HGNC:28730	ZNF677	zinc finger protein 677	Approved	gene with protein product		MGC48625	19q13.42	342926	ENSG00000197928	OTTHUMG00000182890	28	Zinc fingers C2H2-type
HGNC:28652	ZNF678	zinc finger protein 678	Approved	gene with protein product		MGC42493	1q42.13	339500	ENSG00000181450	OTTHUMG00000037700	28	Zinc fingers C2H2-type
HGNC:28650	ZNF679	zinc finger protein 679	Approved	gene with protein product		MGC42415	7q11.21	168417	ENSG00000197123	OTTHUMG00000156486	28	Zinc fingers C2H2-type
HGNC:26897	ZNF680	zinc finger protein 680	Approved	gene with protein product		FLJ90430	7q11.21	340252	ENSG00000173041	OTTHUMG00000156542	28	Zinc fingers C2H2-type
HGNC:26457	ZNF681	zinc finger protein 681	Approved	gene with protein product		FLJ31526	19p12	148213	ENSG00000196172	OTTHUMG00000150831	28	Zinc fingers C2H2-type
HGNC:28857	ZNF682	zinc finger protein 682	Approved	gene with protein product		BC39498_3	19p12	91120	ENSG00000197124	OTTHUMG00000182650	28	Zinc fingers C2H2-type
HGNC:28495	ZNF683	zinc finger protein 683	Approved	gene with protein product		MGC33414, Hobit	1p36.11	257101	ENSG00000176083	OTTHUMG00000003521	28	Zinc fingers C2H2-type
HGNC:28418	ZNF684	zinc finger protein 684	Approved	gene with protein product		MGC27466	1p34.2	127396	ENSG00000117010	OTTHUMG00000007359	28	Zinc fingers C2H2-type
HGNC:30489	ZNF688	zinc finger protein 688	Approved	gene with protein product			16p11.2	146542	ENSG00000229809	OTTHUMG00000132408	28	Zinc fingers C2H2-type
HGNC:25173	ZNF689	zinc finger protein 689	Approved	gene with protein product		FLJ90415, TIPUH1	16p11.2	115509	ENSG00000156853	OTTHUMG00000132415	28	Zinc fingers C2H2-type
HGNC:13138	ZNF69	zinc finger protein 69	Approved	gene with protein product		Cos5	19p13.2	7620	ENSG00000198429	OTTHUMG00000156526	28	Zinc fingers C2H2-type
HGNC:26673	ZSCAN29	zinc finger and SCAN domain containing 29	Approved	gene with protein product	ZNF690	FLJ35867, Zfp690	15q15.3	146050	ENSG00000140265	OTTHUMG00000130767	28	Zinc fingers C2H2-type
HGNC:28028	ZNF691	zinc finger protein 691	Approved	gene with protein product		Zfp691	1p34.2	51058	ENSG00000164011	OTTHUMG00000007623	28	Zinc fingers C2H2-type
HGNC:26049	ZNF692	zinc finger protein 692	Approved	gene with protein product		FLJ20531, Zfp692, AREBP	1q44	55657	ENSG00000171163	OTTHUMG00000040423	28	Zinc fingers C2H2-type
HGNC:26002	CASZ1	castor zinc finger 1	Approved	gene with protein product		FLJ20321, ZNF693, castor, cst, SRG	1p36.22	54897	ENSG00000130940	OTTHUMG00000002035	28	Zinc fingers C2H2-type
HGNC:25677	ZKSCAN2	zinc finger with KRAB and SCAN domains 2	Approved	gene with protein product	ZNF694	FLJ23199, ZSCAN34	16p12.1	342357	ENSG00000155592	OTTHUMG00000177180	28	Zinc fingers C2H2-type
HGNC:30954	ZNF695	zinc finger protein 695	Approved	gene with protein product		SBZF3	1q44	57116	ENSG00000197472	OTTHUMG00000040707	28	Zinc fingers C2H2-type
HGNC:25872	ZNF696	zinc finger protein 696	Approved	gene with protein product		FLJ14129	8q24.3	79943	ENSG00000185730	OTTHUMG00000164957	28	Zinc fingers C2H2-type
HGNC:32034	ZNF697	zinc finger protein 697	Approved	gene with protein product		MGC45731	1p12	90874	ENSG00000143067	OTTHUMG00000012962	28	Zinc fingers C2H2-type
HGNC:18791	ZFP57	ZFP57 zinc finger protein	Approved	gene with protein product	C6orf40	ZNF698, bA145L22, bA145L22.2	6p22.1	346171	ENSG00000204644	OTTHUMG00000031158	28	Zinc fingers C2H2-type
HGNC:24750	ZNF699	zinc finger protein 699	Approved	gene with protein product		FLJ38144, hang	19p13.2	374879	ENSG00000196110	OTTHUMG00000179941	28	Zinc fingers C2H2-type
HGNC:13139	ZNF7	zinc finger protein 7	Approved	gene with protein product		KOX4, HF.16	8q24.3	7553	ENSG00000147789	OTTHUMG00000165200	28	Zinc fingers C2H2-type
HGNC:13140	ZNF70	zinc finger protein 70	Approved	gene with protein product		Cos17, MGC48959	22q11.23	7621	ENSG00000187792	OTTHUMG00000150739	28	Zinc fingers C2H2-type
HGNC:25292	ZNF700	zinc finger protein 700	Approved	gene with protein product		DKFZp434I1610	19p13.2	90592	ENSG00000196757	OTTHUMG00000156421	28	Zinc fingers C2H2-type
HGNC:25597	ZNF701	zinc finger protein 701	Approved	gene with protein product		FLJ10891	19q13.41	55762	ENSG00000167562	OTTHUMG00000182754	28	Zinc fingers C2H2-type
HGNC:32281	ZNF705A	zinc finger protein 705A	Approved	gene with protein product		FLJ16353	12p13.31	440077	ENSG00000196946	OTTHUMG00000168635	28	Zinc fingers C2H2-type
HGNC:32284	ZNF705B	zinc finger protein 705B	Approved	gene with protein product			8p23.1	100132396	ENSG00000215356	OTTHUMG00000165401	28	Zinc fingers C2H2-type
HGNC:33202	ZNF705D	zinc finger protein 705D	Approved	gene with protein product			8p23.1	728957	ENSG00000215343	OTTHUMG00000165474	28	Zinc fingers C2H2-type
HGNC:33204	ZNF705F	zinc finger protein 705F	Approved	unknown			8p23.1	790969			28	Zinc fingers C2H2-type
HGNC:37134	ZNF705G	zinc finger protein 705G	Approved	gene with protein product			8p23.1	100131980	ENSG00000215372	OTTHUMG00000165384	28	Zinc fingers C2H2-type
HGNC:27815	ZNF707	zinc finger protein 707	Approved	gene with protein product			8q24.3	286075	ENSG00000181135	OTTHUMG00000165146	28	Zinc fingers C2H2-type
HGNC:12945	ZNF708	zinc finger protein 708	Approved	gene with protein product	ZNF15, ZNF15L1	KOX8	19p12	7562	ENSG00000182141	OTTHUMG00000182841	28	Zinc fingers C2H2-type
HGNC:20629	ZNF709	zinc finger protein 709	Approved	gene with protein product		FLJ38281	19p13.2	163051	ENSG00000242852	OTTHUMG00000156406	28	Zinc fingers C2H2-type
HGNC:13141	ZNF71	zinc finger protein 71	Approved	gene with protein product		Cos26, EZFIT	19q13.4	58491	ENSG00000197951	OTTHUMG00000182157	28	Zinc fingers C2H2-type
HGNC:25352	ZNF710	zinc finger protein 710	Approved	gene with protein product		DKFZp547K1113, FLJ37393, FLJ00306	15q26.1	374655	ENSG00000140548	OTTHUMG00000149812	28	Zinc fingers C2H2-type
HGNC:13128	ZNF711	zinc finger protein 711	Approved	gene with protein product	ZNF6	CMPX1, ZNF4, ZNF5, dJ75N13.1, Zfp711, MRX97	Xq21.1	7552	ENSG00000147180	OTTHUMG00000021933	28	Zinc fingers C2H2-type
HGNC:22043	ZNF713	zinc finger protein 713	Approved	gene with protein product		FLJ39963	7p11.2	349075	ENSG00000178665	OTTHUMG00000156175	28	Zinc fingers C2H2-type
HGNC:27124	ZNF714	zinc finger protein 714	Approved	gene with protein product			19p12	148206	ENSG00000160352	OTTHUMG00000182833	28	Zinc fingers C2H2-type
HGNC:32458	ZNF716	zinc finger protein 716	Approved	gene with protein product		FLJ46189	7p11.2	441234	ENSG00000182111	OTTHUMG00000156689	28	Zinc fingers C2H2-type
HGNC:29448	ZNF717	zinc finger protein 717	Approved	gene with protein product	ZNF838	X17	3p12.3	100131827	ENSG00000227124	OTTHUMG00000158965	28	Zinc fingers C2H2-type
HGNC:26889	ZNF718	zinc finger protein 718	Approved	gene with protein product		FLJ90036	4p16.3	255403	ENSG00000250312	OTTHUMG00000159873	28	Zinc fingers C2H2-type
HGNC:26987	ZNF720	zinc finger protein 720	Approved	gene with protein product			16p11.2	124411	ENSG00000197302	OTTHUMG00000167515	28	Zinc fingers C2H2-type
HGNC:29425	ZNF721	zinc finger protein 721	Approved	gene with protein product		KIAA1982	4p16.3	170960	ENSG00000182903	OTTHUMG00000112450	28	Zinc fingers C2H2-type
HGNC:32462	ZNF726	zinc finger protein 726	Approved	gene with protein product	ZNF92P3		19p12	730087	ENSG00000213967	OTTHUMG00000167681	28	Zinc fingers C2H2-type
HGNC:22785	ZNF727	zinc finger protein 727	Approved	gene with protein product	ZNF727P		7q11.21	442319	ENSG00000214652	OTTHUMG00000156536	28	Zinc fingers C2H2-type
HGNC:32463	ZNF728	zinc finger protein 728	Approved	gene with protein product			19p12	388523	ENSG00000269067	OTTHUMG00000183124	28	Zinc fingers C2H2-type
HGNC:32464	ZNF729	zinc finger protein 729	Approved	gene with protein product			19p12	100287226	ENSG00000196350	OTTHUMG00000182938	28	Zinc fingers C2H2-type
HGNC:13143	ZNF73	zinc finger protein 73	Approved	unknown	ZNF186	hZNF2, Cos12	22p11.2	105379427			28	Zinc fingers C2H2-type
HGNC:32470	ZNF730	zinc finger protein 730	Approved	gene with protein product			19p12	100129543	ENSG00000183850	OTTHUMG00000183227	28	Zinc fingers C2H2-type
HGNC:37138	ZNF732	zinc finger protein 732	Approved	gene with protein product		FLJ59067	4p16.3	654254	ENSG00000186777	OTTHUMG00000159883	28	Zinc fingers C2H2-type
HGNC:32466	ZNF735	zinc finger protein 735	Approved	gene with protein product	ZNF735P		7q11.21	730291	ENSG00000223614	OTTHUMG00000156539	28	Zinc fingers C2H2-type
HGNC:32467	ZNF736	zinc finger protein 736	Approved	gene with protein product			7q11.21	728927	ENSG00000234444	OTTHUMG00000156537	28	Zinc fingers C2H2-type
HGNC:32468	ZNF737	zinc finger protein 737	Approved	gene with protein product		ZNF102	19p12	100129842	ENSG00000237440	OTTHUMG00000179732	28	Zinc fingers C2H2-type
HGNC:13144	ZNF74	zinc finger protein 74	Approved	gene with protein product		Cos52, Zfp520, ZNF520	22q11.21	7625	ENSG00000185252	OTTHUMG00000150687	28	Zinc fingers C2H2-type
HGNC:27465	ZNF740	zinc finger protein 740	Approved	gene with protein product		Zfp740	12q13.13	283337	ENSG00000139651	OTTHUMG00000170027	28	Zinc fingers C2H2-type
HGNC:6351	KLF8	Kruppel like factor 8	Approved	gene with protein product		BKLF3, ZNF741, DXS741	Xp11.21	11279	ENSG00000102349	OTTHUMG00000021666	28	Zinc fingers C2H2-type
HGNC:17850	HINFP	histone H4 transcription factor	Approved	gene with protein product	MIZF	DKFZP434F162, HiNF-P, ZNF743	11q23.3	25988	ENSG00000172273	OTTHUMG00000166168	28	Zinc fingers C2H2-type
HGNC:25527	ANKZF1	ankyrin repeat and zinc finger domain containing 1	Approved	gene with protein product		FLJ10415, ZNF744	2q35	55139	ENSG00000163516	OTTHUMG00000154533	28	Zinc fingers C2H2-type
HGNC:29555	ZFP30	ZFP30 zinc finger protein	Approved	gene with protein product		ZNF745, KIAA0961	19q13.12	22835	ENSG00000120784	OTTHUMG00000048177	28	Zinc fingers C2H2-type
HGNC:21948	ZNF746	zinc finger protein 746	Approved	gene with protein product		FLJ31413, PARIS	7q36.1	155061	ENSG00000181220	OTTHUMG00000158972	28	Zinc fingers C2H2-type
HGNC:28350	ZNF747	zinc finger protein 747	Approved	gene with protein product		MGC2474	16p11.2	65988	ENSG00000169955	OTTHUMG00000132401	28	Zinc fingers C2H2-type
HGNC:32783	ZNF749	zinc finger protein 749	Approved	gene with protein product		FLJ16360	19q13.43	388567	ENSG00000186230	OTTHUMG00000150372	28	Zinc fingers C2H2-type
HGNC:26138	ZFP2	ZFP2 zinc finger protein	Approved	gene with protein product		FLJ21628, ZNF751	5q35.3	80108	ENSG00000198939	OTTHUMG00000130885	28	Zinc fingers C2H2-type
HGNC:12861	ZFP3	ZFP3 zinc finger protein	Approved	gene with protein product		FLJ30726, ZNF752	17p13.2	124961	ENSG00000180787	OTTHUMG00000177799	28	Zinc fingers C2H2-type
HGNC:26786	ZFP41	ZFP41 zinc finger protein	Approved	gene with protein product		FLJ38705, FLJ00028, ZNF753	8q24.3	286128	ENSG00000181638	OTTHUMG00000164951	28	Zinc fingers C2H2-type
HGNC:30949	ZFP42	ZFP42 zinc finger protein	Approved	gene with protein product		REX1, ZNF754	4q35.2	132625	ENSG00000179059	OTTHUMG00000160235	28	Zinc fingers C2H2-type
HGNC:23241	ZFP62	ZFP62 zinc finger protein	Approved	gene with protein product		FLJ34231, ZET, ZNF755	5q35.3	643836	ENSG00000196670	OTTHUMG00000162273	28	Zinc fingers C2H2-type
HGNC:23329	ZFP90	ZFP90 zinc finger protein	Approved	gene with protein product		KIAA1954, NK10, ZNF756	16q22.1	146198	ENSG00000184939	OTTHUMG00000177312	28	Zinc fingers C2H2-type
HGNC:14983	ZFP91	ZFP91 zinc finger protein	Approved	gene with protein product		PZF, ZNF757	11q12.1	80829	ENSG00000186660	OTTHUMG00000137391	28	Zinc fingers C2H2-type
HGNC:13146	ZNF75A	zinc finger protein 75a	Approved	gene with protein product		FLJ31529	16p13.3	7627	ENSG00000162086	OTTHUMG00000129356	28	Zinc fingers C2H2-type
HGNC:13145	ZNF75D	zinc finger protein 75D	Approved	gene with protein product	ZNF82, ZNF75	ZKSCAN24, D8C6, ZSCAN28	Xq26.3	7626	ENSG00000186376	OTTHUMG00000022482	28	Zinc fingers C2H2-type
HGNC:13149	ZNF76	zinc finger protein 76	Approved	gene with protein product	D6S229E	Zfp523, ZNF523	6p21.31	7629	ENSG00000065029	OTTHUMG00000014564	28	Zinc fingers C2H2-type
HGNC:23179	ZNF761	zinc finger protein 761	Approved	gene with protein product		KIAA2033, FLJ16231, FLJ35333	19q13.42	388561	ENSG00000160336	OTTHUMG00000156999	28	Zinc fingers C2H2-type
HGNC:33104	ZIK1	zinc finger protein interacting with K protein 1	Approved	gene with protein product		ZNF762	19q13.43	284307	ENSG00000171649	OTTHUMG00000183468	28	Zinc fingers C2H2-type
HGNC:27614	ZNF763	zinc finger protein 763	Approved	gene with protein product		ZNF440L	19p13.2	284390	ENSG00000197054	OTTHUMG00000156430	28	Zinc fingers C2H2-type
HGNC:28200	ZNF764	zinc finger protein 764	Approved	gene with protein product		MGC13138	16p11.2	92595	ENSG00000169951	OTTHUMG00000132406	28	Zinc fingers C2H2-type
HGNC:25092	ZNF765	zinc finger protein 765	Approved	gene with protein product			19q13.41	91661	ENSG00000196417	OTTHUMG00000163079	28	Zinc fingers C2H2-type
HGNC:28063	ZNF766	zinc finger protein 766	Approved	gene with protein product			19q13.41	90321	ENSG00000196214	OTTHUMG00000182629	28	Zinc fingers C2H2-type
HGNC:21884	ZNF767P	zinc finger family member 767, pseudogene	Approved	pseudogene	ZNF767	FLJ12700	7q36.1	79970	ENSG00000133624	OTTHUMG00000158976	28	Zinc fingers C2H2-type
HGNC:26273	ZNF768	zinc finger protein 768	Approved	gene with protein product		FLJ23436	16p11.2	79724	ENSG00000169957	OTTHUMG00000132392	28	Zinc fingers C2H2-type
HGNC:17680	RBAK	RB associated KRAB zinc finger	Approved	gene with protein product		ZNF769	7p22.1	57786	ENSG00000146587	OTTHUMG00000121155	28	Zinc fingers C2H2-type
HGNC:13150	ZNF77	zinc finger protein 77	Approved	gene with protein product		pT1	19p13.3	58492	ENSG00000175691	OTTHUMG00000180566	28	Zinc fingers C2H2-type
HGNC:26061	ZNF770	zinc finger protein 770	Approved	gene with protein product		FLJ20582, PRO1914	15q14	54989	ENSG00000198146	OTTHUMG00000129689	28	Zinc fingers C2H2-type
HGNC:29653	ZNF771	zinc finger protein 771	Approved	gene with protein product		DSC43	16p11.2	51333	ENSG00000179965	OTTHUMG00000176985	28	Zinc fingers C2H2-type
HGNC:33106	ZNF772	zinc finger protein 772	Approved	gene with protein product		DKFZp686I1569	19q13.43	400720	ENSG00000197128	OTTHUMG00000168007	28	Zinc fingers C2H2-type
HGNC:30487	ZNF773	zinc finger protein 773	Approved	gene with protein product	ZNF419B	MGC4728	19q13.43	374928	ENSG00000152439	OTTHUMG00000183403	28	Zinc fingers C2H2-type
HGNC:33108	ZNF774	zinc finger protein 774	Approved	gene with protein product		MGC75360	15q26.1	342132	ENSG00000196391	OTTHUMG00000172359	28	Zinc fingers C2H2-type
HGNC:28501	ZNF775	zinc finger protein 775	Approved	gene with protein product		MGC33584	7q36.1	285971	ENSG00000196456	OTTHUMG00000191597	28	Zinc fingers C2H2-type
HGNC:26765	ZNF776	zinc finger protein 776	Approved	gene with protein product		FLJ38288	19q13.43	284309	ENSG00000152443	OTTHUMG00000156943	28	Zinc fingers C2H2-type
